Id,Lat,Lon
8415,55.539,5.36
8533,33.673,-110.862
8641,34.363,153.779
8650,46.236,-10.158
8652,50.942,1.625
8733,36.267,-104.748
8787,33.555,-82.788
8790,29.76,-85.306
8916,34.862,129.392
8941,36.942,-126.689
8966,28.67,-90.201
9024,34.343,-116.353
9050,-29.303,95.321
9071,37.538,120.039
9197,38.549,-85.044
9279,39.684,89.866
9283,34.48,135.939
9445,40.575,-80.726
9801,36.86,-104.966
9865,50.957,5.724
9868,37.414,-117.217
9908,57.915,10.842
9912,48.592,-10.895
9945,58.538,-6.186
9981,38.913,-77.651
10042,38.039,-121.999
10044,30.189,-104.159
10114,35.677,-66.732
10165,38.055,-118.239
10226,39.594,-84.499
10264,33.453,-128.65
10312,40.47,-73.792
10383,-3.935,-33.317
10436,38.479,0.614
10693,32.722,-50.933
10770,57.278,10.588
10832,45.857,-40.367
10842,37.404,-73.142
10876,36.293,-58.097
10905,40.148,-116.973
11058,41.889,-90.405
11084,34.169,134.079
11100,39.673,-96.837
11110,33.546,-96.717
11114,36.694,-99.374
11259,39,-12.885
11276,39.827,-58.354
11278,39.367,-99.315
11316,49.572,1.125
11342,41.021,-88.504
11532,34.955,88.383
11570,30.118,-36.743
11584,15.25,29.798
11628,37.543,-101.141
11657,50.034,4.833
11698,39.557,-73.691
11706,33.699,-99.634
11784,35.777,-82.765
11806,38.961,-105.035
11808,34.912,-122.456
11816,36.667,-55.715
11830,31.854,-87.025
11865,40.099,-102.693
11931,38.603,-88.918
12045,-26.74,121.08
12126,35.973,135.102
12237,36.47,-105.087
12312,32.856,-102.693
12413,38.279,-60.42
12467,37.266,-100.117
12492,43.873,2.186
12676,37.033,-104.049
12694,39.854,-92.443
12966,39.696,-79.378
12993,36.808,-84.947
13036,38.05,-110.599
13154,37.776,-99.193
13161,37.848,-76.259
13166,39.547,-86.811
13223,41.077,-4.235
13243,42.636,-95.856
13252,40.814,-75.246
13271,38.995,-83.744
13293,34.45,-102.845
13369,39.364,-86.699
13397,30.322,-99.862
13432,36.969,-21.771
13469,34.233,136.958
13474,30.964,-90.542
13494,41.43,27.926
13556,57.529,14.604
13643,36.531,-114.174
13711,34.39,131.133
13805,33.57,-104.343
13853,44.37,-7.112
13907,39.398,-86.254
13933,32.548,-119.495
13974,38.546,-50.036
13977,47.683,2.448
13984,35.182,-93.123
14017,40.638,-88.262
14050,3.492,59.535
14097,40.78,-63.93
14099,30.624,-85.251
14174,54.033,19.341
14220,43.587,3.513
14266,30.694,-97.417
14278,33.624,124.229
14346,31.393,-76.845
14391,49.23,3.861
14394,33.883,-92.63
14421,21.674,84.431
14432,-27.815,142.913
14443,39.041,-93.985
14564,38.642,-61.026
14618,34.95,-83.373
14624,37.693,-114.534
14691,47.1,1.903
14703,35.79,103.755
14756,35.396,69.47
14781,34.16,-109.383
14803,39.18,-71.859
14821,16.823,96.511
14840,40.785,9.994
14953,38.51,-41.325
15086,35.082,-71.972
15100,35.426,133.874
15109,44.35,-63.346
15193,40.599,-79.776
15340,31.732,-24.2
15476,35.06,-98.63
15649,31.023,68.011
15657,35.278,138.094
15824,41.938,-85.469
15880,38.129,-106.979
15892,53.402,-26.396
15921,41.007,-14.909
15930,40.206,2.373
15950,38.563,-38.399
15967,58.587,13.172
16016,40.198,-85.845
16030,41.753,-128
16065,30.572,-14.42
16204,41.572,-88.854
16324,44.303,-111.154
16340,41.398,-80.281
16368,30.58,-85.333
16391,56.864,9.555
16476,33.76,64.936
16568,39.454,-23.172
16703,36.947,20.906
16712,33.984,108.651
16734,33.113,-103.254
16886,39.584,-83.409
16939,36.757,-17.646
16942,22.471,86.085
16962,49.71,-6.918
17053,30.291,-91.146
17062,40.893,131.112
17095,36.103,-134.487
17115,44.657,-123.519
17149,56.533,28.645
17248,-1.103,-92.613
17253,42.508,-87.935
17378,39.629,-100.354
17396,56.236,17.394
17445,42.037,-81.5
17591,33.674,141.776
17596,39.668,-106.613
17701,31.837,-98.215
17931,52.73,-1.404
18007,50.06,3.778
18036,34.153,-90.764
18048,33.626,-122.621
18220,37.346,-80.403
18262,34.023,117.15
18312,30.537,-87.515
18454,34.249,139.979
18465,38.275,-92.063
18501,40.029,-10.535
18666,38.896,-16.921
18777,-16.218,110.743
18780,38.179,-110.619
18794,37.99,-98.213
18812,38.779,-97.559
18868,30.26,-41.577
18925,32.775,-89.826
18948,37.292,-123.857
18956,38.779,-103.128
18959,34.645,-92.132
18960,37.451,-109.102
18973,36.942,-3.363
18995,34.842,133.811
19094,38.905,-16.331
19119,36.068,-97.056
19130,31.235,-98.303
19138,40.871,-97.547
19311,37.739,-87.76
19333,33.891,-121.103
19373,35.602,-113.728
19502,-18.915,23.853
19511,33.184,-112.401
19696,38.448,-109.246
19738,58.203,28.739
19740,40.502,-62.055
19802,38.722,101.46
19835,33.403,57.587
19915,48.594,-2.649
19954,35.416,103.363
20039,40.742,-89.902
20056,34.772,-79.189
20139,58.875,13.337
20318,28.475,119.207
20385,43.669,-91.3
20410,34.416,-104.348
20448,49.269,-8.857
20494,56.359,3.924
20511,47.961,-2.643
20599,38.77,-48.447
20606,37.868,-67.346
20619,33.725,-80.636
20734,28.271,96.463
20765,49.39,-4.42
20949,36.074,-22.456
20958,39.901,-94.036
20962,34.352,-102.224
21057,44.147,-120.589
21169,50.348,7.429
21267,37.735,-86.993
21339,38.256,-100.853
21388,45.982,-7.478
21394,47.292,6.993
21445,45.059,-44.155
21582,31.708,-6.822
21608,33.803,143.095
21621,54.127,10.779
21766,39.889,-74.195
21872,36.517,-111.661
21911,33.009,-96.576
22071,35.96,-82.241
22093,49.044,-10.903
22101,33.568,110.288
22163,38.594,-100.311
22208,37.678,-90.147
22224,40.309,-98.205
22231,29.469,-100.59
22393,47.352,-7.701
22435,38.847,-94.309
22556,38.779,-56.124
22602,43.736,-83.518
22682,41.416,-78.778
22800,34.091,143.517
22960,9.749,-19.11
22963,36.308,102.708
23078,13.847,-35.529
23106,58.125,16.763
23321,-6.852,13.977
23368,44.594,-19.756
23435,31.456,-94.05
23638,41.986,-111.324
23639,50.216,-4.171
23683,46.582,8.595
23696,32.181,56.359
23748,35.175,-115.652
23822,34.815,138.453
23835,32.6,-92.294
23840,49.104,2.096
23857,23.81,-148.534
24033,33.262,45.662
24047,-16.999,-5.906
24059,53.778,1.962
24175,39.291,-86.697
24178,53.414,-18.503
24226,-28.113,139.118
24345,34.276,-105.57
24452,33.788,-93.728
24487,39.027,-53.147
24519,37.24,3.278
24629,41.394,-75.306
24750,32.036,-42.222
24781,58.654,-6.244
24837,42.566,-8.148
24897,38.291,-108.294
24931,32.981,-116.689
24939,40.467,-77.544
24965,-30.314,118.061
24981,37.988,-86.528
25005,35.222,139.308
25040,43.722,9.158
25136,33.807,-94.386
25160,35.68,-106.112
25194,39.158,-62.982
25231,37.766,-88.574
25262,40.122,-75.189
25356,40.697,-102.227
25358,33.36,-106.106
25529,35.336,-102.069
25573,49.336,3.919
25663,39.373,-98.289
25748,-27.441,154.832
25814,39.147,-92.843
25859,37.555,-106.671
25926,38.733,-93.47
25948,13.787,-39.734
26017,40.915,-81.544
26152,40,-93.908
26161,36.402,-104.861
26184,48.348,2.771
26271,39.141,-81.647
26307,37.813,1.451
26317,40.12,-87.649
26708,36.853,-108.922
26741,37.375,-80.711
26748,33.745,5.694
26811,57.131,3.322
26820,36.883,-106.346
26834,32.959,-103.264
26900,28.751,-80.122
26948,34.284,-99.734
26968,30.932,-84.995
27095,33.009,-95.543
27139,37.158,-110.86
27215,36.961,-103.795
27255,38.745,13.08
27274,34.219,-91.79
27283,39.638,-58.28
27359,47.355,13.767
27368,39.771,-94.625
27438,42.337,-48.286
27449,57.769,14.212
27460,41.036,-80.591
27580,56.558,10.7
27706,45.462,-29.015
27790,33.604,138.302
27938,38.447,-79.479
28079,38.286,-100.236
28110,37.561,-53.959
28121,39.504,-85.844
28124,34.121,-94.636
28287,47.498,5.596
28315,40.442,-104.568
28363,39.778,-59.344
28405,37.736,-94.115
28500,38.885,-94.389
28615,43.568,-115.229
28672,32.012,-61.429
28685,30.742,-120.01
28705,38.897,-81.57
28885,31.264,-95.34
28887,38.907,-103.451
28902,-16.369,94.025
29141,38.286,-104.736
29219,43.396,-106.333
29261,30.958,-94.854
29278,36.631,-83.28
29364,32.5,135.902
29427,36.821,-110.877
29517,47.01,10.034
29525,34.875,-94.639
29542,39.624,-98.991
29623,50.429,-7.011
29659,39.099,-77.493
29692,40.193,-75.225
29745,38.358,-83.022
29779,38.445,-85.415
29862,37.887,-77.794
29870,45.188,-43.59
29993,48.125,0.649
30063,35.124,-64.577
30124,39.912,-85.548
30137,33.595,-91.829
30157,54.411,-97.432
30173,40.488,-86.173
30198,38.108,-1.437
30264,35.876,-113.449
30268,32.705,-90.217
30336,33.235,-29.172
30368,36.127,123.277
30456,39.284,-56.143
30459,33.739,-109.746
30482,33.59,-104.516
30537,38.699,-83.276
30541,34.865,93.367
30552,38.8,-67.842
30618,34.479,-92.213
30853,39.898,138.738
30878,30.26,-79.791
30947,33.272,137.855
30977,38.53,-106.98
31023,56.221,-2.354
31071,36.218,-92.485
31079,20.144,-55.143
31110,34.476,134.441
31146,27.856,99.669
31150,32.943,-119.639
31283,-18.866,125.407
31291,31.972,-114.489
31399,36.341,101.48
31497,-0.949,19.302
31582,30.416,-73.885
31653,47.719,-1.421
31677,36.111,19.748
31692,35.912,-124.093
31739,37.964,-87.928
31823,29.604,-98.782
31957,39.532,-92.482
31989,37.627,-103.595
32064,38.364,-93.214
32090,48.112,-106.541
32102,51.229,7.751
32217,37.975,-81.283
32241,20.879,-21.159
32326,40.075,-67.114
32599,58.225,11.645
32609,38.211,-83.061
32646,37.657,-84.784
32711,39.387,-105.044
32714,36.329,-104.005
32806,35.28,-96.245
32825,32.12,-109.877
32892,50.885,-14.941
32923,34.414,-97.605
32930,34.194,-110.391
33056,36.403,-127.731
33065,53.073,-7.714
33119,35.533,-100.118
33294,31.083,-83.153
33312,51.184,1.67
33383,40.646,-71.163
33471,41.986,-114.251
33481,38.45,-75.614
33574,33.724,-82.752
33597,31.326,-82.581
33635,35.67,-86.485
33679,57.772,17.74
33693,34.74,139.655
33708,50.598,4.155
33832,32.761,-88.712
33890,19.004,108.021
33968,41.072,-95.915
33980,35.888,119.484
34058,34.945,-82.992
34090,38.285,-88.383
34163,22.289,-33.914
34186,38.681,-63.517
34206,54.495,27.54
34216,-20.389,103.423
34335,37.242,2.982
34470,37.954,-87.386
34620,35.622,112.476
34625,42.13,-65.069
34661,57.636,3.568
34795,36.919,-97.081
35049,40.513,-85.84
35130,34.582,-117.864
35170,46.659,-6.445
35230,37.909,-76.429
35308,34.276,-112.737
35319,42.014,-89.407
35374,38.718,-98.085
35384,58.525,6.351
35397,39.488,-109.365
35416,42.77,-77.042
35423,33.257,-100.399
35533,37.59,123.267
35556,38.042,-113.03
35585,36.919,-106.013
35651,42.387,-102.141
35694,30.732,97.033
35959,35.946,-92.994
35987,37.457,-90.269
35991,44.083,-103.264
35998,37.34,-98.434
36160,29.656,-101.771
36197,36.525,-78.35
36276,36.768,-78.449
36331,38.989,-85.475
36351,33.146,-92.604
36355,34.631,-98.993
36359,34.802,147.382
36390,34.564,93.368
36448,44.047,4.791
36468,34.376,-106.633
36470,49.091,-8.771
36510,39.69,40.242
36517,35.673,-92.185
36525,30.824,-97.686
36551,39.193,-77.921
36707,49.439,-6.027
36722,34.577,-70.398
36757,34.204,-112.777
36830,40.416,-79.797
36859,33.111,-101.745
36868,52.87,-3.495
36893,39.849,-19.979
36917,37.726,-17.429
36956,41.356,-84.547
36990,32.998,-95.361
37001,50.038,5.177
37052,48.06,0.815
37087,34.231,141.267
37108,39.85,-72.11
37116,44.855,16.448
37141,43.716,-117.563
37175,38.889,-86.297
37247,-32.614,139.929
37269,39.947,-79.939
37305,-23.064,133.866
37312,44.423,-82.339
37401,-34.808,150.658
37495,49.635,2.945
37511,49.156,6.367
37641,33.529,131.626
37645,45.978,-12.441
37663,33.877,-92.9
37698,40.663,-89.198
37878,37.05,-117.35
37991,33.712,-95.949
38017,35.904,-125.91
38070,47.745,-13.58
38163,37.453,-76.297
38168,40.43,-39.246
38425,47.936,3.896
38578,39.42,18.551
38586,50.908,-5.946
38721,34.986,-77.427
38771,44.064,-106.474
38779,34.488,128.632
38806,36.169,-97.067
38818,33.864,-108.03
38828,33.633,128.656
38967,34.229,137.121
38987,35.391,1.737
39009,50.358,11.511
39121,57.076,-5.845
39160,34.373,-71.936
39214,12.655,75.967
39234,36.724,-89.599
39324,-32.598,138.665
39363,30.385,-95.204
39649,37.443,-5.182
39690,51.497,-15.543
39694,25.056,-3.835
39766,37.242,-102.258
39879,41.19,-80.273
39935,38.77,-48.447
39936,38.668,-92.212
40007,36.675,-111.084
40012,39.083,-106.834
40059,35.231,-107.428
40155,24.934,-74.818
40310,35.002,-123.712
40327,34.183,-94.972
40348,45.581,-119.299
40353,-23.735,102.27
40417,29.447,71.996
40527,50.61,-8.453
40534,39.913,-60.346
40621,38.287,-81.899
40636,41.989,-78.391
40679,34.421,-103.133
40685,25.982,-74.066
40711,55.578,3.481
40799,35.179,-92.324
40807,37.92,-107.931
40868,38.2,-78.926
40885,33.451,-57.209
40889,35.609,-106.591
40994,40.542,-92.701
41002,36.618,-113.557
41084,57.262,-22.376
41191,51.88,-10.223
41418,45.144,-81.169
41484,30.276,-90.68
41516,35.857,-82.851
41681,37.087,-111.167
41705,41.16,-82.763
41880,38.813,-84.061
41990,46.574,-5.817
41994,39.155,-83.208
42128,12.657,21.328
42165,38.726,-18.575
42174,34.112,112.039
42203,42.042,-89.941
42281,38.159,-69.228
42288,38.017,-92.625
42303,50.439,-1.499
42389,38.346,-94.285
42521,34.226,-75.519
42617,33.941,-92.779
42730,35.136,131.674
42805,33.713,131.528
42858,53.381,23.74
42904,53.638,11.224
42941,37.05,-2.2
42962,35.124,-64.577
42977,-31.521,143.546
43055,35.819,-120.293
43059,38.267,-99.675
43066,39.463,-118.26
43108,39.347,-85.95
43419,40.4,-86.145
43492,-35.778,151.387
43493,35.807,-120.796
43544,37.015,-103.701
43576,39.135,-77.753
43677,37.362,126.492
44011,39.108,-104.292
44067,37.775,-83.831
44171,38.129,-101.094
44222,32.124,-87.13
44419,37.651,-97.255
44508,12.257,-33.422
44512,37.099,-110.217
44526,37.015,-105.565
44603,36.719,-95.563
44630,34.039,-86.808
44643,49.416,4.095
44689,40.644,-83.457
44706,35.894,-85.46
44833,44.141,-60.133
44838,59.482,6.314
44881,9.378,90.554
44889,34.644,134.429
44894,-28.47,-72.462
44976,34.814,-86.04
44992,27.399,-86.315
45026,44.535,4.313
45046,50.575,-34.722
45054,28.704,-78.355
45073,40.105,-74.351
45094,9.914,89.954
45103,49.598,-11.712
45113,39.519,-55.279
45135,30.42,-90.956
45181,30.492,-34.632
45278,38.924,-102.722
45341,43.935,-114.605
45348,48.968,4.168
45380,-29.267,146.708
45451,34.262,134.051
45552,33.756,136.914
45619,37.165,-83.069
45634,47.918,9.215
45639,38.096,-85.621
45651,40.487,-89.593
45719,38.046,-103.941
45779,49.38,-9.293
45843,41.474,-93.773
45848,31.156,94.295
45881,36.829,-112.048
45911,38.954,-91.104
45924,41.246,-54.908
46030,34.321,115.454
46113,10.13,87.835
46115,37.008,-103.154
46352,38.088,-80.83
46528,34.243,-87.829
46598,37.542,-125.426
46607,33.773,-88.204
46674,34.207,-95.079
46715,31.597,-89.444
46789,33.517,-88.231
46850,51.325,-14.497
46871,34.026,-87.798
46880,36.476,-114.571
47060,57.671,3.872
47097,40.584,-70.758
47135,40.035,-65.735
47184,15.387,18.509
47247,31.591,-95.611
47258,43.55,-81.616
47272,31.694,-98.152
47358,34.072,-86.984
47412,33.851,-111.547
47592,36.435,-116.362
47609,39.281,-81.168
47681,38.305,-101.945
47726,39.922,-104.615
47960,37.151,-94.553
48034,49.484,-3.823
48146,38.513,-94.825
48150,36.681,-108.031
48223,47.472,-70.728
48254,35.678,52.7
48260,35.308,-101.184
48295,50.268,-0.581
48321,43.608,-116.458
48355,43.035,-101.425
48457,41.486,-74.625
48833,-0.688,38.681
48877,43.533,4.577
48911,34.207,140.8
48914,44.418,2.436
48923,47.299,-3.225
48941,34.876,140.456
48958,47.756,-2.266
48962,35.333,-94.764
49070,36.467,-83.347
49088,36.884,-13.809
49168,30.943,-82.121
49171,38.725,-55.518
49331,49.58,0.104
49346,-32.594,115.262
49362,38.441,-85.085
49377,34.188,-101.002
49385,28.059,-88.108
49447,43.023,-108.865
49499,38.214,-90.254
49590,43.832,-2.123
49675,34.006,-114.402
49797,35.087,-123.078
49834,47.475,-3.456
49851,32.923,8.158
49869,39.702,-54.058
49925,34.379,139.669
49941,-29.199,142.479
49944,40.106,-15.897
50056,51.267,-4.14
50072,41.075,-78.301
50137,37.168,-130.239
50157,40.675,-87.523
50188,-19.428,130.647
50200,39.668,-117.495
50329,44.457,-5.681
50349,58.757,0.214
50389,37.044,-89.108
50429,40.035,-59.157
50441,38.664,-75.957
50496,33.869,-119.306
50532,33.401,-91.881
50635,37.026,-95.135
50785,37.815,-102.176
50817,56.996,20.194
50841,31.433,-94.728
50874,-25.194,105.932
50920,40.037,-86.716
50947,37.161,-6.71
50983,41.952,-75.943
51096,44.188,-122.785
51101,38.75,-81.069
51149,35.048,129.867
51152,40.311,-97.73
51184,36.862,19.611
51322,46.867,-0.507
51475,-33.551,134.127
51520,34.127,-92.558
51780,-33.204,152.309
51803,30.972,-49.877
51807,34.654,-77.352
51819,33.278,-99.685
51843,49.335,-12.554
51862,40.371,-104.79
51970,36.329,-86.85
52080,42.684,-78.644
52204,43.005,-96.57
52215,40.773,-109.099
52237,34.585,-92.507
52257,40.961,18.059
52260,39.134,-102.152
52273,34.338,-122.18
52277,33.789,-112.196
52338,-28.545,-73.981
52551,29.905,-95.238
52564,39.527,-58.463
52568,27.758,-90.012
52657,47.828,-125.599
52796,37.906,-93.737
52797,33.98,-101.244
52809,36.725,-94.843
52893,33.629,138.428
52966,46.35,1.222
53081,38.309,-101.166
53167,48.847,-11.892
53172,37.452,-62.42
53177,37.81,-90.4
53193,39.887,-66.49
53385,35.611,-86.049
53423,55.689,17.418
53437,50.107,-33.835
53474,33.539,-102.705
53595,47.477,2.419
53635,36.175,-16.749
53716,34.89,139.688
53739,41.432,-87.006
53810,35.754,-57.575
53832,48.456,-12.465
53834,38.184,-114.959
53881,-31.104,109.935
53921,48.695,-3.896
53928,40.72,-101.849
54060,34.902,-108.091
54084,36.446,126.405
54085,39.842,-61.174
54126,29.969,-85.085
54136,3.008,-85.993
54233,34.475,-97.984
54256,38.912,-101.037
54338,38.558,-103.784
54342,47.769,-9.528
54438,39.617,-84.279
54483,38.59,-78.838
54508,37.243,0.321
54514,43.061,8.955
54547,40.544,-56.71
54575,46.118,-119.139
54664,49.796,-4.289
54719,29.05,-99.872
54787,50.142,-15.101
54826,34.821,-65.552
54835,39.706,-79.291
54928,44.851,-0.522
54984,34.725,130.515
55004,38.165,-99.176
55039,46.191,4.346
55256,35.247,-76.939
55423,34.566,143.959
55493,37.475,-99.377
55822,39.663,-77.928
56023,38.413,-35.615
56109,30.954,-103.436
56187,33.56,-120.651
56195,43.269,-100.85
56199,42.748,-105.603
56340,38.284,-106.51
56474,43.442,-92.006
56520,30.026,-103.658
56644,49.456,2.971
56662,38.787,-90.562
56695,37.988,-98.597
56701,40.472,-79.045
56717,39.858,-99.312
56754,37.754,-81.953
56760,35.224,34.838
56764,48.837,-3.2
56778,33.171,-77.511
56780,39.531,-58.031
56907,37.561,-78.417
56913,30.286,95.154
56933,50.303,-4.961
56997,9.47,9.291
57025,36.447,-94.415
57034,43.898,1.126
57035,39.021,-98.293
57079,37.362,-85.754
57082,50.987,-8.252
57154,39.47,-96.717
57163,40.98,-82.855
57184,44.246,12.676
57191,32.804,-90.03
57258,31.718,-85.282
57425,34.193,-66.914
57433,34.393,106.865
57479,39.009,-95.424
